X,Y,label,Var4
-5.0628953,-3.1104262,failed_prog,failed_prog
-4.6304846,-3.5538216,failed_prog,failed_prog
-5.086208,-2.7872314,failed_prog,failed_prog
-4.9798512,-3.326174,failed_prog,failed_prog
-3.948868,-2.6846027,failed_prog,failed_prog
-5.085198,-2.220839,failed_prog,failed_prog
-5.0237923,-2.837803,failed_prog,failed_prog
-5.072207,-2.6254225,failed_prog,failed_prog
-5.2132425,-2.1466975,failed_prog,failed_prog
-4.742416,-3.2690773,failed_prog,failed_prog
-4.9897137,-2.0653248,failed_prog,failed_prog
-5.0871844,-3.3325837,failed_prog,failed_prog
-5.1449823,-3.2817147,failed_prog,failed_prog
-4.852059,-3.3265395,failed_prog,failed_prog
-4.3972545,-3.3056383,failed_prog,failed_prog
-4.8691964,-3.3459706,reprogrammed_prog,failed_prog
-4.7176895,-3.194161,failed_prog,failed_prog
-4.627339,-2.7062857,failed_prog,failed_prog
-4.698268,-3.3492115,failed_prog,failed_prog
-4.793086,-3.2086158,failed_prog,failed_prog
-5.2085557,-2.9458694,failed_prog,failed_prog
-4.7649245,-3.4556725,failed_prog,failed_prog
-4.9945383,-3.3182878,failed_prog,failed_prog
-5.135878,-3.144874,failed_prog,failed_prog
-5.0718756,-3.1316807,failed_prog,failed_prog
-4.504132,-3.6144354,failed_prog,failed_prog
-5.070274,-2.7173321,failed_prog,failed_prog
-4.411287,-3.280391,failed_prog,failed_prog
-5.102295,-1.8917912,failed_prog,failed_prog
-5.069097,-1.5828815,failed_prog,failed_prog
-4.9581017,-3.1673126,failed_prog,failed_prog
-4.4315357,-3.9093492,failed_prog,failed_prog
-5.306284,-2.0479436,failed_prog,failed_prog
-4.6761727,-3.1968403,failed_prog,failed_prog
-4.9282737,-3.1889858,failed_prog,failed_prog
-4.735069,-2.944397,failed_prog,failed_prog
-4.9900694,-2.8009264,failed_prog,failed_prog
-4.738898,-1.6874775,failed_prog,failed_prog
-5.1664386,-3.0551405,failed_prog,failed_prog
-5.295399,-2.661031,failed_prog,failed_prog
